CountryName,RegionName,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
Kenya,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Kosovo,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Kuwait,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Kyrgyz Republic,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Laos,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Latvia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Lebanon,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Lesotho,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Liberia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Libya,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Lithuania,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Luxembourg,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Macao,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Madagascar,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Malawi,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Malaysia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Mali,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Mauritania,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Mauritius,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Mexico,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Moldova,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Monaco,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Mongolia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Morocco,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Mozambique,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Myanmar,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Namibia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Nepal,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Netherlands,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
New Zealand,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Nicaragua,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Niger,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Nigeria,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Norway,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Oman,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Pakistan,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Palestine,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Panama,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Papua New Guinea,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Paraguay,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Peru,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Philippines,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Poland,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Portugal,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Puerto Rico,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Qatar,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Romania,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Russia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Rwanda,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
San Marino,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Saudi Arabia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Senegal,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Serbia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Seychelles,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Sierra Leone,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Singapore,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Slovak Republic,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Slovenia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Solomon Islands,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Somalia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
South Africa,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
South Korea,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
South Sudan,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Spain,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Sri Lanka,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Sudan,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Suriname,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Sweden,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Switzerland,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Syria,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Taiwan,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Tajikistan,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Tanzania,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Thailand,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Timor-Leste,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Togo,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Trinidad and Tobago,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Tunisia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Turkey,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Uganda,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Ukraine,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United Arab Emirates,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United Kingdom,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United Kingdom,England,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United Kingdom,Northern Ireland,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United Kingdom,Scotland,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United Kingdom,Wales,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Alabama,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Alaska,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Arizona,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Arkansas,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,California,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Colorado,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Connecticut,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Delaware,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Florida,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Georgia,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Hawaii,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Idaho,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Illinois,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Indiana,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Iowa,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Kansas,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Kentucky,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Louisiana,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Maine,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Maryland,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Massachusetts,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Michigan,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Minnesota,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Mississippi,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Missouri,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Montana,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Nebraska,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Nevada,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,New Hampshire,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,New Jersey,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,New Mexico,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,New York,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,North Carolina,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,North Dakota,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Ohio,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Oklahoma,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Oregon,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Pennsylvania,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Rhode Island,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,South Carolina,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,South Dakota,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Tennessee,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Texas,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Utah,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Vermont,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Virginia,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Washington,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Washington DC,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,West Virginia,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Wisconsin,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
United States,Wyoming,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Uruguay,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Uzbekistan,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Vanuatu,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Venezuela,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Vietnam,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Yemen,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Zambia,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
Zimbabwe,,1,0.75,0.5,0.75,1.75,0.75,1.25,0.25,0.25,1.75,2.5,0.5
