CountryName,RegionName,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
Bermuda,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Bhutan,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Bolivia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Bosnia and Herzegovina,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Botswana,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Brazil,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Brunei,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Bulgaria,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Burkina Faso,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Burundi,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Cambodia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Cameroon,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Canada,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Cape Verde,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Central African Republic,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Chad,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Chile,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
China,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Colombia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Comoros,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Congo,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Costa Rica,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Cote d'Ivoire,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Croatia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Cuba,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Cyprus,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Czech Republic,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Democratic Republic of Congo,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Denmark,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Djibouti,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Dominica,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Dominican Republic,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Ecuador,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Egypt,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
El Salvador,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Eritrea,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Estonia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Eswatini,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Ethiopia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Faeroe Islands,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Fiji,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Finland,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
France,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Gabon,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Gambia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Georgia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Germany,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Ghana,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Greece,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Greenland,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Guam,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Guatemala,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Guinea,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Guyana,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Haiti,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Honduras,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Hong Kong,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Hungary,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Iceland,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
India,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Indonesia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Iran,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Iraq,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Ireland,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Israel,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Italy,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Jamaica,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Japan,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Jordan,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Kazakhstan,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Kenya,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Kosovo,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Kuwait,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Kyrgyz Republic,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Laos,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Latvia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Lebanon,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Lesotho,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Liberia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Libya,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Lithuania,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Luxembourg,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Macao,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Madagascar,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Malawi,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Malaysia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Mali,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Mauritania,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Mauritius,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Mexico,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Moldova,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Monaco,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Mongolia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Morocco,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Mozambique,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Myanmar,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Namibia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Nepal,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Netherlands,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
New Zealand,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Nicaragua,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Niger,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Nigeria,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Norway,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Oman,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Pakistan,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Palestine,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Panama,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Papua New Guinea,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Paraguay,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Peru,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Philippines,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Poland,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Portugal,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Puerto Rico,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Qatar,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Romania,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Russia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Rwanda,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
San Marino,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Saudi Arabia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Senegal,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Serbia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Seychelles,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Sierra Leone,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Singapore,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Slovak Republic,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Slovenia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Solomon Islands,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Somalia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
South Africa,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
South Korea,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
South Sudan,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Spain,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Sri Lanka,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Sudan,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Suriname,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Sweden,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Switzerland,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Syria,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Taiwan,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Tajikistan,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Tanzania,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Thailand,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Timor-Leste,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Togo,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Trinidad and Tobago,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Tunisia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Turkey,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Uganda,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Ukraine,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United Arab Emirates,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United Kingdom,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United Kingdom,England,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United Kingdom,Northern Ireland,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United Kingdom,Scotland,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United Kingdom,Wales,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Alabama,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Alaska,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Arizona,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Arkansas,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,California,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Colorado,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Connecticut,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Delaware,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Florida,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Georgia,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Hawaii,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Idaho,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Illinois,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Indiana,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Iowa,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Kansas,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Kentucky,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Louisiana,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Maine,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Maryland,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Massachusetts,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Michigan,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Minnesota,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Mississippi,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Missouri,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Montana,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Nebraska,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Nevada,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,New Hampshire,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,New Jersey,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,New Mexico,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,New York,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,North Carolina,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,North Dakota,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Ohio,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Oklahoma,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Oregon,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Pennsylvania,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Rhode Island,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,South Carolina,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,South Dakota,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Tennessee,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Texas,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Utah,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Vermont,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Virginia,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Washington,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Washington DC,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,West Virginia,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Wisconsin,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
United States,Wyoming,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Uruguay,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Uzbekistan,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Vanuatu,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Venezuela,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Vietnam,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Yemen,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Zambia,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
Zimbabwe,,1.21,1.61,0.8,0.8,0.8,1.21,1.21,1.21,0.57,1.21,1.21,0.16
