CountryName,RegionName,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
Dominica,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Dominican Republic,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Ecuador,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Egypt,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
El Salvador,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Eritrea,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Estonia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Eswatini,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Ethiopia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Faeroe Islands,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Fiji,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Finland,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
France,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Gabon,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Gambia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Georgia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Germany,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Ghana,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Greece,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Greenland,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Guam,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Guatemala,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Guinea,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Guyana,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Haiti,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Honduras,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Hong Kong,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Hungary,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Iceland,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
India,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Indonesia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Iran,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Iraq,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Ireland,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Israel,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Italy,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Jamaica,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Japan,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Jordan,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Kazakhstan,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Kenya,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Kosovo,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Kuwait,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Kyrgyz Republic,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Laos,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Latvia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Lebanon,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Lesotho,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Liberia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Libya,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Lithuania,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Luxembourg,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Macao,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Madagascar,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Malawi,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Malaysia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Mali,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Mauritania,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Mauritius,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Mexico,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Moldova,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Monaco,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Mongolia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Morocco,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Mozambique,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Myanmar,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Namibia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Nepal,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Netherlands,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
New Zealand,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Nicaragua,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Niger,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Nigeria,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Norway,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Oman,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Pakistan,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Palestine,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Panama,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Papua New Guinea,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Paraguay,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Peru,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Philippines,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Poland,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Portugal,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Puerto Rico,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Qatar,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Romania,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Russia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Rwanda,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
San Marino,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Saudi Arabia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Senegal,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Serbia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Seychelles,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Sierra Leone,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Singapore,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Slovak Republic,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Slovenia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Solomon Islands,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Somalia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
South Africa,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
South Korea,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
South Sudan,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Spain,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Sri Lanka,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Sudan,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Suriname,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Sweden,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Switzerland,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Syria,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Taiwan,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Tajikistan,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Tanzania,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Thailand,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Timor-Leste,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Togo,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Trinidad and Tobago,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Tunisia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Turkey,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Uganda,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Ukraine,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United Arab Emirates,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United Kingdom,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United Kingdom,England,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United Kingdom,Northern Ireland,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United Kingdom,Scotland,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United Kingdom,Wales,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Alabama,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Alaska,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Arizona,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Arkansas,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,California,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Colorado,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Connecticut,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Delaware,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Florida,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Georgia,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Hawaii,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Idaho,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Illinois,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Indiana,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Iowa,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Kansas,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Kentucky,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Louisiana,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Maine,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Maryland,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Massachusetts,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Michigan,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Minnesota,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Mississippi,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Missouri,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Montana,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Nebraska,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Nevada,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,New Hampshire,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,New Jersey,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,New Mexico,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,New York,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,North Carolina,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,North Dakota,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Ohio,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Oklahoma,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Oregon,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Pennsylvania,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Rhode Island,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,South Carolina,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,South Dakota,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Tennessee,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Texas,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Utah,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Vermont,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Virginia,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Washington,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Washington DC,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,West Virginia,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Wisconsin,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
United States,Wyoming,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Uruguay,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Uzbekistan,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Vanuatu,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Venezuela,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Vietnam,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Yemen,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Zambia,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
Zimbabwe,,1.5,1.5,1,1.5,1,2,1,1,0.3,0.5,0.5,0.2
