CountryName,RegionName,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
San Marino,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Saudi Arabia,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Senegal,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Serbia,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Seychelles,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Sierra Leone,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Singapore,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Slovak Republic,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Slovenia,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Solomon Islands,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Somalia,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
South Africa,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
South Korea,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
South Sudan,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Spain,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Sri Lanka,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Sudan,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Suriname,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Sweden,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Switzerland,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Syria,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Taiwan,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Tajikistan,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Tanzania,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Thailand,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Timor-Leste,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Togo,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Trinidad and Tobago,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Tunisia,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Turkey,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Uganda,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Ukraine,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United Arab Emirates,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United Kingdom,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United Kingdom,England,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United Kingdom,Northern Ireland,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United Kingdom,Scotland,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United Kingdom,Wales,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Alabama,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Alaska,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Arizona,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Arkansas,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,California,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Colorado,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Connecticut,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Delaware,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Florida,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Georgia,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Hawaii,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Idaho,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Illinois,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Indiana,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Iowa,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Kansas,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Kentucky,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Louisiana,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Maine,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Maryland,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Massachusetts,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Michigan,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Minnesota,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Mississippi,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Missouri,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Montana,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Nebraska,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Nevada,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,New Hampshire,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,New Jersey,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,New Mexico,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,New York,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,North Carolina,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,North Dakota,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Ohio,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Oklahoma,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Oregon,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Pennsylvania,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Rhode Island,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,South Carolina,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,South Dakota,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Tennessee,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Texas,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Utah,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Vermont,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Virginia,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Washington,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Washington DC,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,West Virginia,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Wisconsin,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
United States,Wyoming,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Uruguay,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Uzbekistan,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Vanuatu,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Venezuela,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Vietnam,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Yemen,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Zambia,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
Zimbabwe,,1.1,1.45,0.73,0.73,1.45,2.2,1.8,1.1,0.36,0.36,0.36,0.36
